timestamp,tag,equity_usdt,drawdown_pct
2025-07-18T00:18:41.301753,ENTRY,0.0342,0.0
2025-07-18T00:58:16.589363,TP1_EXIT,2.223,0.0
2025-07-18T01:00:07.722216,TRAILING_EXIT,2.3256,0.0
2025-07-18T01:03:46.779242,ENTRY,0.0232,-99.0
2025-07-18T01:03:48.435742,ENTRY,0.1194,-94.87
2025-07-18T04:21:38.316812,SL_EXIT,-3.3431,-243.75
2025-07-18T05:51:38.157443,TP1_EXIT,2.4402,0.0
2025-07-18T05:51:56.333432,TRAILING_EXIT,2.4817,0.0
2025-07-18T06:06:44.556789,ENTRY,-0.0208,-100.84
2025-07-18T06:33:45.850513,ENTRY,-0.1302,-105.25
2025-07-18T07:18:56.282807,SL_EXIT,-3.0995,-224.9
2025-07-18T07:26:11.725311,SL_EXIT,-2.0163,-181.25
2025-07-18T08:03:37.395553,ENTRY,0.0166,-99.33
2025-07-18T08:42:23.280944,TP1_EXIT,2.1776,-12.25
2025-07-18T08:43:16.767958,TRAILING_EXIT,2.4964,0.0
2025-07-18T09:08:08.339812,ENTRY,0.0254,-98.98
2025-07-18T10:36:44.053294,SL_EXIT,-2.0649,-182.71
2025-07-18T10:42:36.973405,ENTRY,0.0,-100.0
2025-07-18T13:20:00.202656,TP1_EXIT,2.1645,-13.3
2025-07-18T13:28:20.565415,ENTRY,2.725,0.0
2025-07-18T13:33:18.106155,TRAILING_EXIT,2.299,-15.63
2025-07-18T13:44:08.622332,ENTRY,-0.7714,-128.31
2025-07-18T13:51:29.012033,SL_EXIT,-1.2228,-144.87
2025-08-02T15:34:38.251102,SL_EXIT,-0.035,0
2025-08-02T15:34:40.639270,SL_EXIT,0.0273,0.0
2025-08-02T15:34:57.614772,SL_EXIT,-0.056,-305.13
2025-08-02T15:35:00.852712,SL_EXIT,0.0154,-43.59
2025-08-02T15:35:16.029202,SL_EXIT,-0.042,-253.85
2025-08-02T15:35:19.198782,SL_EXIT,0.0266,-2.56
2025-08-02T15:35:50.038994,SL_EXIT,-0.021,-176.92
2025-08-02T15:35:52.539000,SL_EXIT,0.0273,0.0
2025-08-02T15:36:08.139066,SL_EXIT,-0.049,-279.49
2025-08-02T15:36:28.063772,SL_EXIT,-0.021,-176.92
2025-08-02T15:36:47.965424,SL_EXIT,-0.028,-202.56
2025-08-02T15:36:51.127910,SL_EXIT,0.021,-23.08
2025-08-02T15:37:08.516146,SL_EXIT,-0.028,-202.56
2025-08-02T15:37:11.706906,SL_EXIT,0.0259,-5.13
2025-08-02T15:37:26.877776,SL_EXIT,-0.028,-202.56
2025-08-02T15:37:30.032321,SL_EXIT,0.0203,-25.64
2025-08-02T17:23:53.872067,SL_EXIT,-0.3528,0
2025-08-02T17:23:54.312179,SL_EXIT,-0.3528,0
2025-08-02T17:23:57.788997,SL_EXIT,-0.3528,0
2025-08-02T17:23:58.564639,SL_EXIT,-0.3528,0
2025-08-02T17:24:01.580373,SL_EXIT,-0.357,0
2025-08-02T17:24:02.816266,SL_EXIT,-0.07,0
2025-08-02T17:24:05.373319,SL_EXIT,-0.357,0
2025-08-02T17:24:08.384550,SL_EXIT,-0.336,0
2025-08-02T17:24:13.011605,SL_EXIT,-0.3311,0
2025-08-03T17:18:02.606091,SL_EXIT,-0.0162,0
2025-08-03T17:18:05.218997,SL_EXIT,0.0048,0.0
2025-08-03T17:18:09.719081,SL_EXIT,-0.011,-329.17
2025-08-03T17:18:12.704658,SL_EXIT,-0.0366,-862.5
2025-08-03T17:18:14.435510,SL_EXIT,-0.0138,-386.87
2025-08-03T17:18:18.284107,SL_EXIT,-0.023,-579.17
2025-08-03T17:33:57.535404,SL_EXIT,-0.0162,0
2025-08-03T17:34:00.895035,SL_EXIT,0.0068,0.0
2025-08-03T17:34:06.806183,SL_EXIT,-0.014,-305.88
2025-08-03T17:34:11.018554,SL_EXIT,-0.0142,-308.82
2025-08-03T17:34:14.961163,SL_EXIT,-0.017,-350.15
2025-08-03T17:58:31.846486,SL_EXIT,-0.0162,0
2025-08-03T17:58:35.092263,SL_EXIT,0.0058,0.0
2025-08-03T18:00:57.463879,SL_EXIT,-0.0353,0
2025-08-04T17:39:54.789928,SL_EXIT,-0.0028,0
2025-08-04T19:17:22.466364,SL_EXIT,-1.7799,0
2025-08-04T19:17:44.007241,SL_EXIT,-1.6923,0
2025-08-04T19:32:43.898018,SL_EXIT,-2.1241,0
2025-08-28T18:01:09.260038,SL_EXIT,-0.0989,0
2025-08-28T19:35:42.733200,SL_EXIT,-0.0365,0
2025-08-28T20:02:10.279759,SL_EXIT,0.021,0.0
2025-09-02T16:41:15.242148,TP1_EXIT,0.0417,0.0
2025-09-02T16:42:02.761633,TP1_EXIT,0.0515,0.0
2025-09-02T17:03:08.850753,SL_EXIT,0.039,0.0
2025-09-02T17:11:11.591143,TRAILING_EXIT,0.0218,0.0
2025-09-02T21:21:01.006355,TP1_EXIT,0.0238,0.0
2025-09-02T21:31:39.433853,SL_EXIT,-0.0002,-100.84
2025-09-02T23:35:01.177745,SL_EXIT,-0.0651,0
2025-09-02T23:37:03.021851,SL_EXIT,-0.073,0
2025-09-02T23:37:45.171388,SL_EXIT,-0.0544,0
2025-09-02T23:40:11.746435,SL_EXIT,-0.066,0
2025-09-03T00:15:19.869464,TP1_EXIT,0.118,0.0
2025-09-03T00:20:12.065212,SL_EXIT,-0.007,-105.93
2025-09-03T00:23:39.063051,TP1_EXIT,0.059,-50.0
2025-09-03T00:26:41.292606,SL_EXIT,-0.044,-137.29
2025-09-03T00:33:49.580822,SL_EXIT,-0.118,-200.0
2025-09-03T00:46:35.014309,SL_EXIT,-0.0715,-160.61
2025-09-03T00:53:23.620614,SL_EXIT,-0.0681,-157.69
2025-09-03T01:02:06.425165,TP1_EXIT,0.1552,0.0
2025-09-03T01:05:02.118740,TP1_EXIT,0.1955,0.0
2025-09-03T01:05:27.877286,SL_EXIT,0.0147,-92.48
2025-09-03T01:17:49.207485,TP1_EXIT,0.0968,-50.49
2025-09-03T01:30:53.958951,TRAILING_EXIT,0.0858,-56.12
2025-09-03T01:43:45.807114,SL_EXIT,-0.112,-157.28
2025-09-03T01:45:37.686670,TP1_EXIT,0.068,-65.21
2025-09-03T01:50:43.606940,TP1_EXIT,0.383,0.0
2025-09-03T04:23:47.975083,TP1_EXIT,0.8233,0.0
2025-09-03T04:31:30.150559,SL_EXIT,0.9066,0.0
2025-09-03T04:46:57.167179,SL_EXIT,1.072,0.0
2025-09-03T05:30:07.838990,TP1_EXIT,0.927,-13.53
2025-09-03T05:30:48.513506,SL_EXIT,0.7663,-28.51
2025-09-03T07:27:42.928408,TP1_EXIT,0.5995,-44.08
2025-09-03T07:30:51.903020,TP1_EXIT,1.1058,0.0
2025-09-03T07:35:35.543118,TRAILING_EXIT,0.5023,-54.58
2025-09-03T10:14:36.998795,SL_EXIT,0.2437,-77.96
2025-09-03T11:56:14.770685,TP1_EXIT,0.3262,-70.5
2025-09-03T12:00:49.296737,TP1_EXIT,0.736,-33.45
2025-09-03T12:04:32.376710,TRAILING_EXIT,0.4185,-62.16
2025-09-03T12:15:10.502138,SL_EXIT,0.1853,-83.24
2025-09-03T12:29:07.868280,SL_EXIT,1.0859,-1.8
2025-09-03T12:55:16.889932,SL_EXIT,0.8607,-22.17
2025-09-03T13:08:28.844009,TP1_EXIT,1.3884,0.0
2025-09-03T13:17:23.820850,SL_EXIT,1.238,-10.83
2025-09-03T13:36:29.664106,TP1_EXIT,1.6542,0.0
2025-09-03T14:52:49.143326,SL_EXIT,0.8916,0.0
2025-09-03T15:02:12.881420,SL_EXIT,0.9446,0.0
2025-09-03T16:47:22.167801,TP1_EXIT,0.1215,0.0
2025-09-03T16:54:11.638985,SL_EXIT,-0.0046,-103.81
2025-09-03T16:56:30.167038,SL_EXIT,0.0091,-92.52
2025-09-03T17:35:21.413643,SL_EXIT,-0.008,-106.59
2025-09-03T17:52:10.461903,TP1_EXIT,0.0752,-38.05
2025-09-03T18:09:02.751945,SL_EXIT,-0.0953,-178.48
2025-09-03T18:47:30.974236,TP1_EXIT,-0.0677,-155.75
2025-09-03T19:05:13.693996,TP1_EXIT,0.2541,0.0
2025-09-03T19:10:29.592699,TP1_EXIT,0.2532,-0.35
2025-09-04T01:52:33.154125,SL_EXIT,1.3059,0.0
2025-09-04T02:23:16.510468,TP1_EXIT,1.1229,-14.01
2025-09-04T03:16:50.952576,TP1_EXIT,0.9647,-26.12
2025-09-04T03:24:49.116890,SL_EXIT,0.9196,-29.58
2025-09-04T04:07:52.551453,TP1_EXIT,1.0593,-18.89
2025-09-04T04:13:54.708332,SL_EXIT,1.0463,-19.88
2025-09-04T05:46:08.918568,TP1_EXIT,0.969,-25.8
2025-09-04T06:32:42.525623,TP1_EXIT,0.9611,-26.4
2025-09-04T06:42:23.278941,TP1_EXIT,1.0323,-20.95
2025-09-04T09:47:47.642742,TP1_EXIT,1.3017,-0.32
2025-09-04T10:32:46.169653,TP1_EXIT,1.524,0.0
2025-09-04T10:32:51.888623,TP1_EXIT,1.5203,-0.24
2025-09-04T13:53:26.145661,TRAILING_EXIT,1.4087,0.0
2025-09-04T14:17:37.787818,SL_EXIT,0.7031,0.0
2025-09-04T14:30:35.555634,SL_EXIT,0.7398,0.0
2025-09-04T15:01:44.779764,TP1_EXIT,0.9071,0.0
2025-09-04T16:21:06.856264,TRAILING_EXIT,0.628,0.0
2025-09-04T18:06:54.040762,SL_EXIT,-0.0514,-108.18
2025-09-04T18:38:31.278089,SL_EXIT,-0.049,-107.8
2025-09-05T17:59:34.356257,TP1_EXIT,0.0657,0.0
2025-09-05T18:01:03.861418,TRAILING_EXIT,0.1145,0.0
2025-09-06T08:20:07.875448,TP1_EXIT,0.086,-24.88
2025-09-06T08:23:47.730413,SL_EXIT,-0.0194,-116.9
2025-09-06T16:33:35.382189,SL_EXIT,-0.0462,0
2025-09-06T17:36:23.406485,SL_EXIT,-0.026,0
2025-09-07T15:47:04.473875,TP1_EXIT,45.0856,0.0
2025-09-07T15:57:00.163902,TRAILING_EXIT,44.9995,0.0
2025-09-07T19:38:22.838596,TP1_EXIT,0.3764,-99.16
2025-09-07T19:39:24.421646,TP1_EXIT,0.3514,-99.22
2025-09-07T19:39:28.795627,TP1_EXIT,0.4088,-99.09
2025-09-07T19:42:58.336033,TRAILING_EXIT,0.1414,-99.69
2025-09-07T23:18:54.052524,SL_EXIT,-0.7832,-101.74
2025-09-08T04:50:32.005001,SL_EXIT,0.5467,-98.79
2025-09-08T08:12:14.062675,TP1_EXIT,1.1471,-97.45
2025-09-08T09:15:27.422019,TRAILING_EXIT,1.4907,-96.69
2025-09-08T10:47:17.593687,SL_EXIT,0.3003,-99.33
2025-09-08T11:37:29.743245,SL_EXIT,0.2028,-99.55
2025-09-08T13:02:27.641877,TP1_EXIT,1.4902,-96.69
2025-09-08T13:55:54.528156,TP1_EXIT,1.839,-95.91
2025-09-08T14:04:26.323877,TP1_EXIT,2.2692,-94.96
2025-09-08T14:31:41.809854,TRAILING_EXIT,1.7285,-96.16
2025-09-08T15:12:10.050773,TRAILING_EXIT,1.5047,-96.66
2025-09-08T15:53:07.204152,SL_EXIT,2.5797,-94.27
2025-09-08T16:24:21.852065,TRAILING_EXIT,3.1199,-93.07
2025-09-08T18:03:19.260140,TP1_EXIT,2.8184,-93.74
2025-09-08T18:13:26.504965,TP1_EXIT,2.8306,-93.71
2025-09-08T18:14:19.908068,TP1_EXIT,2.7218,-93.95
2025-09-08T22:24:42.895935,SL_EXIT,-0.6916,0
2025-09-09T01:53:17.912546,SL_EXIT,-0.5456,0
2025-09-09T02:13:29.600682,SL_EXIT,-0.3575,0
2025-09-09T02:45:38.631688,TP1_EXIT,0.5172,0.0
2025-09-09T03:00:44.961058,TRAILING_EXIT,0.7505,0.0
2025-09-09T05:45:03.657730,TP1_EXIT,0.2415,-67.82
2025-09-09T05:48:18.390095,SL_EXIT,-0.3561,-147.45
2025-09-09T06:01:18.789488,SL_EXIT,-0.3866,-151.51
2025-09-09T06:10:46.844754,SL_EXIT,-0.16,-121.32
2025-09-09T09:49:45.549326,TP1_EXIT,0.2785,-62.9
2025-09-09T17:35:46.751321,TP1_EXIT,0.2065,0.0
2025-09-09T17:53:39.355062,TP1_EXIT,1.6925,0.0
2025-09-09T18:01:44.614463,SL_EXIT,0.7799,-53.92
2025-09-09T19:32:02.382933,SL_EXIT,0.1685,-90.05
2025-09-09T20:04:34.910212,TP1_EXIT,0.394,0.0
2025-09-09T20:42:11.657326,TP1_EXIT,0.2395,-39.21
2025-09-09T23:58:20.491075,SL_EXIT,-0.0616,-115.62
2025-09-10T01:00:13.345429,TP1_EXIT,0.4455,0.0
2025-09-10T02:26:28.903869,SL_EXIT,0.0342,-92.33
2025-09-10T02:44:07.613243,SL_EXIT,0.4253,-4.54
2025-09-10T05:48:56.332601,TP1_EXIT,0.0808,-81.87
2025-09-10T05:56:02.345242,SL_EXIT,0.1045,-76.53
2025-09-10T06:49:02.196713,SL_EXIT,0.0225,-94.96
2025-09-10T07:30:39.765540,SL_EXIT,0.2693,-39.55
2025-09-10T07:31:02.022902,TP1_EXIT,0.3362,-24.53
2025-09-10T07:37:55.609295,SL_EXIT,0.2137,-52.04
